
FBX export starting... '/Users/steven/caves-of-ooo/ArtSource/VoxelTown/Output/.voxel-town-dtit57cz/town.fbx'
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sandstone' from 'VX_caves-of-ooo.voxel-town.v1_asset_livestock_mesh' mesh, 'building-000-animal_enclosure-animal-1' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sandstone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_earth' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dark_floor' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_metal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_rust' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_water' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dry_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sand' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ancient_stone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_red' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_cream' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ember' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_stone_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_teal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin_dark' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_water_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_coal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_worn_ground' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_oasis_soil' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sand_shade' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_field_soil' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00286' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sandstone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_earth' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dark_floor' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_metal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_rust' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_water' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dry_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sand' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ancient_stone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_red' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_cream' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ember' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_stone_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_teal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin_dark' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_water_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_coal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_worn_ground' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_oasis_soil' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sand_shade' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_field_soil' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_mesh' mesh, 'vegetation-00287' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sandstone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_earth' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dark_floor' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_metal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_rust' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_water' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dry_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sand' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ancient_stone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_red' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_cream' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ember' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_stone_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_teal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin_dark' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_water_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_coal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_worn_ground' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_oasis_soil' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sand_shade' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_field_soil' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_1_mesh' mesh, 'vegetation-00288' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sandstone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_earth' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dark_floor' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_wood_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_metal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_rust' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_water' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_leaf_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_dry_leaf' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_sand' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ancient_stone' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_red' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_cream' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_ember' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_stone_light' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_cloth_teal' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
WARNING: Cannot register a valid material index for 'VX_caves-of-ooo.voxel-town.v1:d64a0da681574feea1f6c6839224995b_skin_dark' from 'VX_caves-of-ooo.voxel-town.v1_asset_reeds_2_mesh' mesh, 'vegetation-00289' object. Most likely, different objects using the same mesh, but different material slots layouts.
